scenario	protocol	N	stall_ms	rep	owners
S2_longstall	proposed	4	200	5	1
S2_longstall	proposed	4	200	6	1
S2_longstall	proposed	4	200	7	1
S2_longstall	proposed	4	200	8	1
S2_longstall	proposed	4	200	9	1
S2_longstall	proposed	4	200	10	1
S2_longstall	proposed	4	200	11	1
S2_longstall	proposed	4	200	12	1
S2_longstall	proposed	4	200	13	1
S2_longstall	proposed	4	200	14	1
S2_longstall	proposed	4	200	15	1
S2_longstall	proposed	4	200	16	1
S2_longstall	proposed	4	200	17	1
S2_longstall	proposed	4	200	18	1
S2_longstall	proposed	4	200	19	1
S2_longstall	proposed	4	200	20	1
S2_longstall	proposed	4	1000	1	1
S2_longstall	proposed	4	1000	2	1
S2_longstall	proposed	4	1000	3	1
S2_longstall	proposed	4	1000	4	1
S2_longstall	proposed	4	1000	5	1
S2_longstall	proposed	4	1000	6	1
S2_longstall	proposed	4	1000	7	1
S2_longstall	proposed	4	1000	8	1
S2_longstall	proposed	4	1000	9	1
S2_longstall	proposed	4	1000	10	1
S2_longstall	proposed	4	1000	11	1
S2_longstall	proposed	4	1000	12	1
S2_longstall	proposed	4	1000	13	1
S2_longstall	proposed	4	1000	14	1
S2_longstall	proposed	4	1000	15	1
S2_longstall	proposed	4	1000	16	1
S2_longstall	proposed	4	1000	17	1
S2_longstall	proposed	4	1000	18	1
S2_longstall	proposed	4	1000	19	1
S2_longstall	proposed	4	1000	20	1
S3_aba	proposed	2	0	1	1
S3_aba	proposed	2	0	2	1
S3_aba	proposed	2	0	3	1
S3_aba	proposed	2	0	4	1
S3_aba	proposed	2	0	5	1
S3_aba	proposed	2	0	6	1
S3_aba	proposed	2	0	7	1
S3_aba	proposed	2	0	8	1
S3_aba	proposed	2	0	9	1
S3_aba	proposed	2	0	10	1
S3_aba	proposed	2	0	11	1
S3_aba	proposed	2	0	12	1
S3_aba	proposed	2	0	13	1
S3_aba	proposed	2	0	14	1
S3_aba	proposed	2	0	15	1
S3_aba	proposed	2	0	16	1
S3_aba	proposed	2	0	17	1
S3_aba	proposed	2	0	18	1
S3_aba	proposed	2	0	19	1
S3_aba	proposed	2	0	20	1
S4_dualreclaim	proposed	2	0	1	1
S4_dualreclaim	proposed	2	0	2	1
S4_dualreclaim	proposed	2	0	3	1
S4_dualreclaim	proposed	2	0	4	1
S4_dualreclaim	proposed	2	0	5	1
S4_dualreclaim	proposed	2	0	6	1
S4_dualreclaim	proposed	2	0	7	1
S4_dualreclaim	proposed	2	0	8	1
S4_dualreclaim	proposed	2	0	9	1
S4_dualreclaim	proposed	2	0	10	1
S4_dualreclaim	proposed	2	0	11	1
S4_dualreclaim	proposed	2	0	12	1
S4_dualreclaim	proposed	2	0	13	1
S4_dualreclaim	proposed	2	0	14	1
S4_dualreclaim	proposed	2	0	15	1
S4_dualreclaim	proposed	2	0	16	1
S4_dualreclaim	proposed	2	0	17	1
S4_dualreclaim	proposed	2	0	18	1
S4_dualreclaim	proposed	2	0	19	1
S4_dualreclaim	proposed	2	0	20	1
S5_scratch	proposed	2	0	1	1
S5_scratch	proposed	2	0	2	1
S5_scratch	proposed	2	0	3	1
S5_scratch	proposed	2	0	4	1
S5_scratch	proposed	2	0	5	1
S5_scratch	proposed	2	0	6	1
S5_scratch	proposed	2	0	7	1
S5_scratch	proposed	2	0	8	1
S5_scratch	proposed	2	0	9	1
S5_scratch	proposed	2	0	10	1
S5_scratch	proposed	2	0	11	1
S5_scratch	proposed	2	0	12	1
S5_scratch	proposed	2	0	13	1
S5_scratch	proposed	2	0	14	1
S5_scratch	proposed	2	0	15	1
S5_scratch	proposed	2	0	16	1
S5_scratch	proposed	2	0	17	1
S5_scratch	proposed	2	0	18	1
S5_scratch	proposed	2	0	19	1
S5_scratch	proposed	2	0	20	1
S5_scratch	proposed	4	0	1	1
S5_scratch	proposed	4	0	2	1
S5_scratch	proposed	4	0	3	1
S5_scratch	proposed	4	0	4	1
S5_scratch	proposed	4	0	5	1
S5_scratch	proposed	4	0	6	1
S5_scratch	proposed	4	0	7	1
S5_scratch	proposed	4	0	8	1
S5_scratch	proposed	4	0	9	1
S5_scratch	proposed	4	0	10	1
S5_scratch	proposed	4	0	11	1
S5_scratch	proposed	4	0	12	1
S5_scratch	proposed	4	0	13	1
S5_scratch	proposed	4	0	14	1
S5_scratch	proposed	4	0	15	1
S5_scratch	proposed	4	0	16	1
S5_scratch	proposed	4	0	17	1
S5_scratch	proposed	4	0	18	1
S5_scratch	proposed	4	0	19	1
S5_scratch	proposed	4	0	20	1
S5_scratch	proposed	8	0	1	1
S5_scratch	proposed	8	0	2	1
S5_scratch	proposed	8	0	3	1
S5_scratch	proposed	8	0	4	1
S5_scratch	proposed	8	0	5	1
S5_scratch	proposed	8	0	6	1
S5_scratch	proposed	8	0	7	1
S5_scratch	proposed	8	0	8	1
S5_scratch	proposed	8	0	9	1
S5_scratch	proposed	8	0	10	1
S5_scratch	proposed	8	0	11	1
S5_scratch	proposed	8	0	12	1
S5_scratch	proposed	8	0	13	1
S5_scratch	proposed	8	0	14	1
S5_scratch	proposed	8	0	15	1
S5_scratch	proposed	8	0	16	1
S5_scratch	proposed	8	0	17	1
S5_scratch	proposed	8	0	18	1
S5_scratch	proposed	8	0	19	1
S5_scratch	proposed	8	0	20	1
S5_scratch	proposed	16	0	1	1
S5_scratch	proposed	16	0	2	1
S5_scratch	proposed	16	0	3	1
S5_scratch	proposed	16	0	4	1
S5_scratch	proposed	16	0	5	1
S5_scratch	proposed	16	0	6	1
S5_scratch	proposed	16	0	7	1
S5_scratch	proposed	16	0	8	1
S5_scratch	proposed	16	0	9	1
S5_scratch	proposed	16	0	10	1
S5_scratch	proposed	16	0	11	1
S5_scratch	proposed	16	0	12	1
S5_scratch	proposed	16	0	13	1
S5_scratch	proposed	16	0	14	1
S5_scratch	proposed	16	0	15	1
S5_scratch	proposed	16	0	16	1
S5_scratch	proposed	16	0	17	1
S5_scratch	proposed	16	0	18	1
S5_scratch	proposed	16	0	19	1
S5_scratch	proposed	16	0	20	1
S6_deadN	proposed	2	0	1	1
S6_deadN	proposed	2	0	2	1
S6_deadN	proposed	2	0	3	1
S6_deadN	proposed	2	0	4	1
S6_deadN	proposed	2	0	5	1
S6_deadN	proposed	2	0	6	1
S6_deadN	proposed	2	0	7	1
S6_deadN	proposed	2	0	8	1
S6_deadN	proposed	2	0	9	1
S6_deadN	proposed	2	0	10	1
S6_deadN	proposed	2	0	11	1
S6_deadN	proposed	2	0	12	1
S6_deadN	proposed	2	0	13	1
S6_deadN	proposed	2	0	14	1
S6_deadN	proposed	2	0	15	1
S6_deadN	proposed	2	0	16	1
S6_deadN	proposed	2	0	17	1
S6_deadN	proposed	2	0	18	1
S6_deadN	proposed	2	0	19	1
S6_deadN	proposed	2	0	20	1
S6_deadN	proposed	4	0	1	1
S6_deadN	proposed	4	0	2	1
S6_deadN	proposed	4	0	3	1
S6_deadN	proposed	4	0	4	1
S6_deadN	proposed	4	0	5	1
S6_deadN	proposed	4	0	6	1
S6_deadN	proposed	4	0	7	1
S6_deadN	proposed	4	0	8	1
S6_deadN	proposed	4	0	9	1
S6_deadN	proposed	4	0	10	1
S6_deadN	proposed	4	0	11	1
S6_deadN	proposed	4	0	12	1
S6_deadN	proposed	4	0	13	1
S6_deadN	proposed	4	0	14	1
S6_deadN	proposed	4	0	15	1
S6_deadN	proposed	4	0	16	1
S6_deadN	proposed	4	0	17	1
S6_deadN	proposed	4	0	18	1
S6_deadN	proposed	4	0	19	1
S6_deadN	proposed	4	0	20	1
S6_deadN	proposed	8	0	1	1
S6_deadN	proposed	8	0	2	1
S6_deadN	proposed	8	0	3	1
S6_deadN	proposed	8	0	4	1
S6_deadN	proposed	8	0	5	1
S6_deadN	proposed	8	0	6	1
S6_deadN	proposed	8	0	7	1
S6_deadN	proposed	8	0	8	1
S6_deadN	proposed	8	0	9	1
S6_deadN	proposed	8	0	10	1
S6_deadN	proposed	8	0	11	1
S6_deadN	proposed	8	0	12	1
S6_deadN	proposed	8	0	13	1
S6_deadN	proposed	8	0	14	1
S6_deadN	proposed	8	0	15	1
S6_deadN	proposed	8	0	16	1
S6_deadN	proposed	8	0	17	1
S6_deadN	proposed	8	0	18	1
S6_deadN	proposed	8	0	19	1
S6_deadN	proposed	8	0	20	1
