config	trial	R_a	K_b	R_b	Rdone_b	S	S2	P	W	newer_at_S2	discarded	player_pid	rc	killed_by_sig	alive_s	player_log_sig	audible_s	p_start_ts	p_end_ts	hook_b_target	hook_b_result	worker_claim_target	worker_claim_result	S_b	ordering
C6_handle	10	1787684724.485768717	1787684725.937750628	1787684726.058661347	1787684726.065566688	1787684724.498657	1787684725.510138	1787684726.522385	1787684726.523777	0	0	51522	-30	30	0.0081	-	0(never_started)	-	-	51474	esrch	51522	sent	1787684726.525023	R<S2<R_b<P<W (adversarial)
C6_handle	11	1787684732.239308448	1787684733.688693149	1787684733.806563072	1787684733.820437088	1787684732.250735	1787684733.261982	1787684734.274655	1787684734.279337	0	0	51622	-30	30	0.0132	-	0(never_started)	-	-	51540	esrch	51622	sent	1787684734.280551	R<S2<R_b<P<W (adversarial)
C6_handle	12	1787684739.993667473	1787684741.447802053	1787684741.580312284	1787684741.590701296	1787684740.003950	1787684741.016134	1787684742.029828	1787684742.031937	0	0	51709	-30	30	0.0092	-	0(never_started)	-	-	51642	esrch	51709	sent	1787684742.033524	R<S2<R_b<P<W (adversarial)
C7_noreap	1	1787684754.200693737	1787684755.850942576	1787684755.978380635	1787684755.984690350	1787684754.212988	1787684755.224252	1787684755.226569	1787684755.226878	0	0	51851	-	-	-	15	0.5840	1787684755.268217	1787684755.852210	51851	sent	51851	sent	1787684755.984820	W<R (hook sees live pid)
C7_noreap	2	1787684762.152671607	1787684763.807614327	1787684763.932598967	1787684763.946037107	1787684762.165003	1787684763.177220	1787684763.184085	1787684763.185419	0	0	51920	-	-	-	15	0.5486	1787684763.260505	1787684763.809056	51920	sent	51920	sent	1787684763.946218	W<R (hook sees live pid)
C7_noreap	3	1787684770.114490154	1787684771.770564876	1787684771.894616931	1787684771.906433861	1787684770.127929	1787684771.131697	1787684771.135429	1787684771.136003	0	0	51996	-	-	-	15	0.5769	1787684771.194319	1787684771.771178	51996	sent	51996	sent	1787684771.906801	W<R (hook sees live pid)
C7_noreap	4	1787684778.068426402	1787684779.720423537	1787684779.856599438	1787684779.883263885	1787684778.078852	1787684779.090870	1787684779.095694	1787684779.097145	0	0	52072	-	-	-	15	0.5657	1787684779.155524	1787684779.721205	52072	sent	52072	sent	1787684779.883608	W<R (hook sees live pid)
C7_noreap	5	1787684786.056264312	1787684787.706922904	1787684787.825393328	1787684787.836120840	1787684786.067521	1787684787.079324	1787684787.084072	1787684787.085193	0	0	52152	-	-	-	15	0.5654	1787684787.142251	1787684787.707677	52152	sent	52152	sent	1787684787.836213	W<R (hook sees live pid)
C7_noreap	6	1787684794.017102318	1787684795.658683399	1787684795.782022745	1787684795.791698297	1787684794.025923	1787684795.038237	1787684795.044780	1787684795.046359	0	0	52238	-	-	-	15	0.5479	1787684795.111479	1787684795.659354	52238	sent	52238	sent	1787684795.791847	W<R (hook sees live pid)
C7_noreap	7	1787684801.977049530	1787684803.628638372	1787684803.756712349	1787684803.771987449	1787684801.988535	1787684803.000496	1787684803.004463	1787684803.005509	0	0	52313	-	-	-	15	0.5606	1787684803.068714	1787684803.629296	52313	sent	52313	sent	1787684803.772317	W<R (hook sees live pid)
C7_noreap	8	1787684809.952475551	1787684811.614676572	1787684811.743816300	1787684811.753799561	1787684809.968069	1787684810.979710	1787684810.985447	1787684810.986941	0	0	52396	-	-	-	15	0.5632	1787684811.052448	1787684811.615654	52396	sent	52396	sent	1787684811.753953	W<R (hook sees live pid)
C7_noreap	9	1787684817.919518604	1787684819.572425447	1787684819.695931502	1787684819.707529723	1787684817.929355	1787684818.941439	1787684818.946690	1787684818.948805	0	0	52459	-	-	-	15	0.5638	1787684819.009613	1787684819.573390	52459	sent	52459	sent	1787684819.707596	W<R (hook sees live pid)
C7_noreap	10	1787684825.879735733	1787684827.543214880	1787684827.670126813	1787684827.682282202	1787684825.896837	1787684826.908767	1787684826.912354	1787684826.913219	0	0	52541	-	-	-	15	0.5678	1787684826.976464	1787684827.544261	52541	sent	52541	sent	1787684827.682620	W<R (hook sees live pid)
C7_noreap	11	1787684833.846354910	1787684835.497755877	1787684835.632638402	1787684835.645036083	1787684833.856687	1787684834.868917	1787684834.874633	1787684834.875906	0	0	52614	-	-	-	15	0.5613	1787684834.937725	1787684835.499056	52614	sent	52614	sent	1787684835.645153	W<R (hook sees live pid)
C7_noreap	12	1787684841.803990411	1787684843.455479003	1787684843.585322648	1787684843.596996953	1787684841.816304	1787684842.819260	1787684842.822730	1787684842.823281	0	0	52694	-	-	-	15	0.5723	1787684842.884761	1787684843.457035	52694	sent	52694	sent	1787684843.596999	W<R (hook sees live pid)
C8_orphan	1	1787684857.021242091	1787684858.469790831	1787684858.590442090	1787684858.600271351	1787684857.034030	1787684858.046234	1787684859.060178	-	0	0	52892	-	-	-	0	2.5035	1787684859.103405	1787684861.606954	52809	esrch	52809	ESRCH	1787684860.882795	P<death<W (worker died in window)
C8_orphan	2	1787684867.626470627	1787684869.083507587	1787684869.217431860	1787684869.229829457	1787684867.636820	1787684868.648047	1787684869.658866	-	0	0	53025	-	-	-	0	2.5008	1787684869.704693	1787684872.205498	52941	esrch	52941	ESRCH	1787684871.501805	P<death<W (worker died in window)
C8_orphan	3	1787684878.290032647	1787684879.740422848	1787684879.860698066	1787684879.874472123	1787684878.304298	1787684879.316292	1787684880.328337	-	0	0	53152	-	-	-	0	2.5011	1787684880.372185	1787684882.873240	53072	esrch	53072	ESRCH	1787684882.159357	P<death<W (worker died in window)
C8_orphan	4	1787684888.955738669	1787684890.413007294	1787684890.540629020	1787684890.549967655	1787684888.968064	1787684889.980407	1787684890.995710	-	0	0	53299	-	-	-	0	2.5042	1787684891.040438	1787684893.544593	53203	esrch	53203	ESRCH	1787684892.835672	P<death<W (worker died in window)
C8_orphan	5	1787684899.577710059	1787684901.024470548	1787684901.149745896	1787684901.160619659	1787684899.587552	1787684900.599329	1787684901.613431	-	0	0	53422	-	-	-	0	2.5071	1787684901.660081	1787684904.167143	53346	esrch	53346	ESRCH	1787684903.447710	P<death<W (worker died in window)
C8_orphan	6	1787684910.222686975	1787684911.670123547	1787684911.790481598	1787684911.799407775	1787684910.233890	1787684911.239851	1787684912.255527	-	0	0	53547	-	-	-	0	2.5012	1787684912.300159	1787684914.801403	53470	esrch	53470	ESRCH	1787684914.088853	P<death<W (worker died in window)
C8_orphan	7	1787684920.842084944	1787684922.293487021	1787684922.421127706	1787684922.432014384	1787684920.854253	1787684921.866042	1787684922.876917	-	0	0	53695	-	-	-	0	2.5082	1787684922.917716	1787684925.425923	53621	esrch	53621	ESRCH	1787684924.703853	P<death<W (worker died in window)
C8_orphan	8	1787684931.509652636	1787684932.966833386	1787684933.089213022	1787684933.101772869	1787684931.522777	1787684932.535030	1787684933.544173	-	0	0	53819	-	-	-	0	2.5043	1787684933.585682	1787684936.089964	53744	esrch	53744	ESRCH	1787684935.385745	P<death<W (worker died in window)
C8_orphan	9	1787684942.182189124	1787684943.628590279	1787684943.748800579	1787684943.757218630	1787684942.193392	1787684943.198683	1787684944.210455	-	0	0	53943	-	-	-	0	2.5045	1787684944.261575	1787684946.766117	53866	esrch	53866	ESRCH	1787684946.048033	P<death<W (worker died in window)
C8_orphan	10	1787684952.804379259	1787684954.254104667	1787684954.382036184	1787684954.394217281	1787684952.814518	1787684953.826755	1787684954.837905	-	0	0	54069	-	-	-	0	2.5065	1787684954.884060	1787684957.390549	53994	esrch	53994	ESRCH	1787684956.674060	P<death<W (worker died in window)
C8_orphan	11	1787684963.529310092	1787684964.966746195	1787684965.092691835	1787684965.103505472	1787684963.540024	1787684964.544595	1787684965.558141	-	0	0	54201	-	-	-	0	2.5033	1787684965.602199	1787684968.105463	54119	esrch	54119	ESRCH	1787684967.376424	P<death<W (worker died in window)
C8_orphan	12	1787684974.117464689	1787684975.567358055	1787684975.679222263	1787684975.688507190	1787684974.127704	1787684975.139596	1787684976.151626	-	0	0	54620	-	-	-	0	2.5011	1787684976.197116	1787684978.698212	54247	esrch	54247	ESRCH	1787684977.963111	P<death<W (worker died in window)
C9_ledger	1	1787684991.106308589	1787684992.554748662	1787684992.665736661	1787684992.674681421	1787684991.121645	1787684992.133040	1787684993.147075	-	0	0	54828	-	-	-	31	0.7967	1787684993.199494	1787684993.996159	54755	esrch	54755	ESRCH	1787684994.959745	P<death<W (worker died in window)
C9_ledger	2	1787685001.802019139	1787685003.265234812	1787685003.394836415	1787685003.407480512	1787685001.818505	1787685002.831933	1787685003.838396	-	0	0	54954	-	-	-	31	0.8248	1787685003.887157	1787685004.711963	54862	esrch	54862	ESRCH	1787685005.676368	P<death<W (worker died in window)
C9_ledger	3	1787685012.503257237	1787685013.956171066	1787685014.084288208	1787685014.097722223	1787685012.514026	1787685013.526473	1787685014.539369	-	0	0	55075	-	-	-	31	0.8037	1787685014.586463	1787685015.390142	54988	esrch	54988	ESRCH	1787685016.352766	P<death<W (worker died in window)
C9_ledger	4	1787685023.116136904	1787685024.561083181	1787685024.684362985	1787685024.693764246	1787685023.128547	1787685024.140991	1787685025.150199	-	0	0	55208	-	-	-	31	0.8266	1787685025.196583	1787685026.023211	55110	esrch	55110	ESRCH	1787685026.985873	P<death<W (worker died in window)
C9_ledger	5	1787685033.730959447	1787685035.187135196	1787685035.313488877	1787685035.324067097	1787685033.742339	1787685034.753842	1787685035.765260	-	0	0	55332	-	-	-	31	0.8334	1787685035.800000	1787685036.633362	55239	esrch	55239	ESRCH	1787685037.602627	P<death<W (worker died in window)
C9_ledger	6	1787685044.343939446	1787685045.788329348	1787685045.916988325	1787685045.928158254	1787685044.353050	1787685045.364825	1787685046.376541	-	0	0	55465	-	-	-	31	0.8182	1787685046.423829	1787685047.241990	55392	esrch	55392	ESRCH	1787685048.207245	P<death<W (worker died in window)
C9_ledger	7	1787685054.984035560	1787685056.437719138	1787685056.563459487	1787685056.575285542	1787685054.996927	1787685056.008648	1787685057.023995	-	0	0	55589	-	-	-	31	0.8296	1787685057.068452	1787685057.898032	55515	esrch	55515	ESRCH	1787685058.863651	P<death<W (worker died in window)
C9_ledger	8	1787685065.614453328	1787685067.066526031	1787685067.189326668	1787685067.201617598	1787685065.626110	1787685066.637445	1787685067.652622	-	0	0	55714	-	-	-	31	0.8285	1787685067.701468	1787685068.529930	55637	esrch	55637	ESRCH	1787685069.494612	P<death<W (worker died in window)
C9_ledger	9	1787685076.285585559	1787685077.747816898	1787685077.868797366	1787685077.880139004	1787685076.297533	1787685077.310689	1787685078.324845	-	0	0	55837	-	-	-	31	0.8268	1787685078.371061	1787685079.197878	55761	esrch	55761	ESRCH	1787685080.153986	P<death<W (worker died in window)
C9_ledger	10	1787685086.935235350	1787685088.390537222	1787685088.519790200	1787685088.533569340	1787685086.948101	1787685087.958553	1787685088.966069	-	0	0	55960	-	-	-	31	0.8200	1787685089.015586	1787685089.835582	55887	esrch	55887	ESRCH	1787685090.801675	P<death<W (worker died in window)
C9_ledger	11	1787685097.609393376	1787685099.071703924	1787685099.203425737	1787685099.219213004	1787685097.623720	1787685098.636044	1787685099.646402	-	0	0	56112	-	-	-	31	0.8520	1787685099.683532	1787685100.535561	56014	esrch	56014	ESRCH	1787685101.503121	P<death<W (worker died in window)
C9_ledger	12	1787685108.238586768	1787685109.689086136	1787685109.804645473	1787685109.815690319	1787685108.252909	1787685109.265112	1787685110.277712	-	0	0	56235	-	-	-	31	0.8118	1787685110.320919	1787685111.132707	56161	esrch	56161	ESRCH	1787685112.097476	P<death<W (worker died in window)
