config	trial	R_a	K_b	R_b	Rdone_b	S	S2	P	W	newer_at_S2	discarded	player_pid	rc	killed_by_sig	alive_s	player_log_sig	audible_s	p_start_ts	p_end_ts	hook_b_target	hook_b_result	worker_claim_target	worker_claim_result	S_b	ordering
C13a_ledger_truncate	11	1787694738.835622274	1787694740.303983660	1787694740.433905818	1787694740.449723366	1787694738.852022	1787694739.859818	1787694740.871787	-	0	0	79077	-	-	-	0	2.5014	1787694741.369771	1787694743.871176	78974	esrch	none	no_target	1787694743.050660	P<death<W (worker died in window)
C13a_ledger_truncate	12	1787694750.842933174	1787694752.291556156	1787694752.415431553	1787694752.429434568	1787694750.854361	1787694751.858825	1787694752.872611	-	0	0	79234	-	-	-	0	2.5029	1787694753.377468	1787694755.880332	79143	esrch	none	no_target	1787694755.037979	P<death<W (worker died in window)
C13b_perplayer_sametiming	1	1787696836.465252969	1787696837.921222058	1787696838.039491161	1787696838.053452752	1787696836.475933	1787696837.501377	1787696838.515056	-	0	0	13509	-	-	-	-	0(never_started)	-	-	13426	esrch	13426	ESRCH	1787696839.724589	P<death<W (worker died in window)
C13b_perplayer_sametiming	2	1787696846.473384335	1787696847.924396421	1787696848.055031364	1787696848.069401997	1787696846.486276	1787696847.488736	1787696848.494468	-	0	0	13675	-	-	-	-	0(never_started)	-	-	13576	esrch	13576	ESRCH	1787696849.769867	P<death<W (worker died in window)
C13b_perplayer_sametiming	3	1787696856.570025412	1787696858.016141163	1787696858.145901606	1787696858.161691530	1787696856.582748	1787696857.591483	1787696858.598456	-	0	0	13833	-	-	-	-	0(never_started)	-	-	13732	esrch	13576	ESRCH	1787696859.854743	P<death<W (worker died in window)
C13b_perplayer_sametiming	4	1787696866.704514258	1787696868.171721394	1787696868.312858467	1787696868.326300641	1787696866.717748	1787696867.731526	1787696868.745369	-	0	0	14097	-	-	-	-	0(never_started)	-	-	13894	esrch	13576	ESRCH	1787696870.020161	P<death<W (worker died in window)
C13b_perplayer_sametiming	5	1787696876.822135052	1787696878.279674433	1787696878.403596497	1787696878.414958670	1787696876.835015	1787696877.847989	1787696878.859084	-	0	0	14542	-	-	-	-	0(never_started)	-	-	14443	esrch	13576	ESRCH	1787696880.090559	P<death<W (worker died in window)
C13b_perplayer_sametiming	6	1787696886.898614491	1787696888.337473154	1787696888.468192555	1787696888.480331728	1787696886.902670	1787696887.914337	1787696888.922683	-	0	0	14741	-	-	-	-	0(never_started)	-	-	14598	esrch	13576	ESRCH	1787696890.162483	P<death<W (worker died in window)
C13b_perplayer_sametiming	7	1787696896.921282696	1787696898.374375657	1787696898.494054011	1787696898.504466766	1787696896.934020	1787696897.946670	1787696898.962598	-	0	0	14880	-	-	-	-	0(never_started)	-	-	14793	esrch	13576	ESRCH	1787696900.191779	P<death<W (worker died in window)
C13b_perplayer_sametiming	8	1787696906.997992467	1787696908.454651140	1787696908.573649743	1787696908.586167416	1787696907.013285	1787696908.030828	1787696909.042810	-	0	0	15021	-	-	-	-	0(never_started)	-	-	14927	esrch	14927	ESRCH	1787696910.289741	P<death<W (worker died in window)
C13b_perplayer_sametiming	9	1787696917.063837067	1787696918.507947067	1787696918.634745132	1787696918.645359429	1787696917.077632	1787696918.090462	1787696919.096138	-	0	0	15165	-	-	-	-	0(never_started)	-	-	15070	esrch	14927	ESRCH	1787696920.341755	P<death<W (worker died in window)
C13b_perplayer_sametiming	10	1787696927.200493162	1787696928.656717334	1787696928.799248074	1787696928.813556290	1787696927.212218	1787696928.224771	1787696929.234222	-	0	0	15303	-	-	-	-	0(never_started)	-	-	15221	esrch	14927	ESRCH	1787696930.513178	P<death<W (worker died in window)
C13b_perplayer_sametiming	11	1787696937.345601053	1787696938.805710394	1787696938.934708794	1787696938.945628383	1787696937.358647	1787696938.363465	1787696939.378187	-	0	0	15448	-	-	-	-	0(never_started)	-	-	15370	esrch	14927	ESRCH	1787696940.631001	P<death<W (worker died in window)
C13b_perplayer_sametiming	12	1787696947.448011629	1787696948.898521633	1787696949.022355530	1787696949.032196369	1787696947.459988	1787696948.472266	1787696949.480510	-	0	0	15586	-	-	-	-	0(never_started)	-	-	15487	esrch	14927	ESRCH	1787696950.695656	P<death<W (worker died in window)
C14a_shared_unlink	1	1787697479.927431141	1787697481.581012873	1787697481.697406516	1787697481.707823230	1787697479.938868	1787697480.951712	1787697480.957790	1787697480.958430	0	0	26021	-15	15	0.6309	15	0.5040	1787697481.077619	1787697481.581657	26021	sent	26021	ESRCH	1787697481.707972	record published by player
C14a_shared_unlink	2	1787697489.951510172	1787697491.602880570	1787697491.723321257	1787697491.733334679	1787697489.962308	1787697490.974906	1787697490.979812	1787697490.980296	0	0	26125	-15	15	0.6299	15	0.5083	1787697491.095326	1787697491.603616	26125	sent	26125	ESRCH	1787697491.733553	record published by player
C14a_shared_unlink	3	1787697499.967331783	1787697501.612986094	1787697501.736344283	1787697501.748099831	1787697499.977678	1787697500.988849	1787697500.992365	1787697500.992759	0	0	26234	-15	15	0.626	15	0.5070	1787697501.106593	1787697501.613635	26234	sent	26234	ESRCH	1787697501.748252	record published by player
C14a_shared_unlink	4	1787697510.017603662	1787697511.672172019	1787697511.812724467	1787697511.827073183	1787697510.032975	1787697511.044186	1787697511.047720	1787697511.048079	0	0	26352	-15	15	0.6315	15	0.5194	1787697511.154389	1787697511.673797	26352	sent	26352	ESRCH	1787697511.827254	record published by player
C14a_shared_unlink	5	1787697520.105433518	1787697521.758629667	1787697521.884763399	1787697521.896494322	1787697520.116905	1787697521.129432	1787697521.135739	1787697521.136951	0	0	26446	-15	15	0.6313	15	0.5038	1787697521.255560	1787697521.759396	26446	sent	26446	ESRCH	1787697521.896740	record published by player
C14a_shared_unlink	6	1787697530.150113894	1787697531.797107873	1787697531.919691020	1787697531.929678067	1787697530.162746	1787697531.175087	1787697531.181534	1787697531.182683	0	0	26559	-15	15	0.6238	15	0.5033	1787697531.294508	1787697531.797770	26559	sent	26559	ESRCH	1787697531.929871	record published by player
C14a_shared_unlink	7	1787697540.185941474	1787697541.837390621	1787697541.968938315	1787697541.979441487	1787697540.199163	1787697541.210726	1787697541.218419	1787697541.219626	0	0	26672	-15	15	0.6285	15	0.5242	1787697541.313808	1787697541.838029	26672	sent	26672	ESRCH	1787697541.979416	record published by player
C14a_shared_unlink	8	1787697550.259950905	1787697551.920931059	1787697552.049905334	1787697552.060270256	1787697550.271886	1787697551.283964	1787697551.292299	1787697551.294065	0	0	26773	-15	15	0.6398	15	0.5233	1787697551.399007	1787697551.922285	26773	sent	26773	ESRCH	1787697552.060325	record published by player
C14a_shared_unlink	9	1787697560.320380581	1787697561.981555985	1787697562.107965134	1787697562.123619267	1787697560.336020	1787697561.348564	1787697561.354675	1787697561.355309	0	0	26884	-15	15	0.635	15	0.5269	1787697561.455500	1787697561.982439	26884	sent	26884	ESRCH	1787697562.123783	record published by player
C14a_shared_unlink	10	1787697570.350358096	1787697572.003249376	1787697572.125585294	1787697572.138062519	1787697570.357606	1787697571.368804	1787697571.372103	1787697571.372527	0	0	27273	-15	15	0.6388	15	0.5345	1787697571.470386	1787697572.004924	27273	sent	27273	ESRCH	1787697572.138252	record published by player
C14a_shared_unlink	11	1787697580.398122341	1787697582.061490642	1787697582.197288648	1787697582.213274787	1787697580.411016	1787697581.422162	1787697581.424993	1787697581.425430	0	0	27368	-15	15	0.6436	15	0.5341	1787697581.528986	1787697582.063076	27368	sent	27368	ESRCH	1787697582.213403	record published by player
C14a_shared_unlink	12	1787697590.474454188	1787697592.135111078	1787697592.262659589	1787697592.274311140	1787697590.488549	1787697591.500192	1787697591.505981	1787697591.506625	0	0	27485	-15	15	0.6368	15	0.5388	1787697591.596965	1787697592.135798	27485	sent	27485	ESRCH	1787697592.274444	record published by player
C14b_perplayer_unlink	1	1787697613.951016171	1787697615.601719406	1787697615.736802192	1787697615.751762367	1787697613.959330	1787697614.971764	1787697614.978528	1787697614.979815	0	0	27724	-15	15	0.6315	15	0.5101	1787697615.092257	1787697615.602346	27724	sent	27724	ESRCH	1787697615.751790	record published by player
C14b_perplayer_unlink	2	1787697623.978436999	1787697625.625827609	1787697625.763526768	1787697625.774372107	1787697623.988614	1787697624.999190	1787697625.005178	1787697625.005819	0	0	27836	-15	15	0.6414	15	0.5095	1787697625.125242	1787697625.634766	27836	sent	27836	ESRCH	1787697625.774551	record published by player
C14b_perplayer_unlink	3	1787697634.049229364	1787697635.701466080	1787697635.822132894	1787697635.834214817	1787697634.063460	1787697635.076030	1787697635.082959	1787697635.084148	0	0	27930	-15	15	0.627	15	0.5065	1787697635.195564	1787697635.702099	27930	sent	27930	ESRCH	1787697635.834341	record published by player
C14b_perplayer_unlink	4	1787697644.082264812	1787697645.738863726	1787697645.860883498	1787697645.873124380	1787697644.096562	1787697645.110019	1787697645.118373	1787697645.119818	0	0	28038	-15	15	0.6305	15	0.5063	1787697645.233125	1787697645.739433	28038	sent	28038	ESRCH	1787697645.873350	record published by player
C14b_perplayer_unlink	5	1787697654.111822871	1787697655.775618241	1787697655.908382102	1787697655.921413984	1787697654.123616	1787697655.136102	1787697655.143962	1787697655.145158	0	0	28148	-15	15	0.6429	15	0.5314	1787697655.245692	1787697655.777067	28148	sent	28148	ESRCH	1787697655.921586	record published by player
C14b_perplayer_unlink	6	1787697664.162907831	1787697665.827541948	1787697665.951917763	1787697665.961084934	1787697664.173417	1787697665.186054	1787697665.195787	1787697665.198150	0	0	28248	-15	15	0.6444	15	0.5370	1787697665.292053	1787697665.829063	28248	sent	28248	ESRCH	1787697665.961272	record published by player
C14b_perplayer_unlink	7	1787697674.191971430	1787697675.850053833	1787697675.977960274	1787697675.988667905	1787697674.201099	1787697675.213574	1787697675.219708	1787697675.221233	0	0	28357	-15	15	0.6401	15	0.5304	1787697675.321279	1787697675.851709	28357	sent	28357	ESRCH	1787697675.988819	record published by player
C14b_perplayer_unlink	8	1787697684.249503078	1787697685.903716355	1787697686.026677877	1787697686.035808423	1787697684.266118	1787697685.278431	1787697685.284384	1787697685.285561	0	0	28465	-15	15	0.6269	15	0.5009	1787697685.403371	1787697685.904302	28465	sent	28465	ESRCH	1787697686.035918	record published by player
C14b_perplayer_unlink	9	1787697694.309537555	1787697695.972839837	1787697696.103252404	1787697696.114878285	1787697694.322879	1787697695.334283	1787697695.338020	1787697695.338412	0	0	28559	-15	15	0.6429	15	0.5255	1787697695.448973	1787697695.974461	28559	sent	28559	ESRCH	1787697696.115007	record published by player
C14b_perplayer_unlink	10	1787697704.320431006	1787697705.983197619	1787697706.114885313	1787697706.127105736	1787697704.333156	1787697705.345308	1787697705.353750	1787697705.354950	0	0	28667	-15	15	0.6403	15	0.5186	1787697705.465752	1787697705.984319	28667	sent	28667	ESRCH	1787697706.127309	record published by player
C14b_perplayer_unlink	11	1787697714.380457145	1787697716.043091759	1787697716.177897329	1787697716.190004335	1787697714.392603	1787697715.398614	1787697715.403499	1787697715.404083	0	0	28780	-15	15	0.6464	15	0.5309	1787697715.512993	1787697716.043876	28780	sent	28780	ESRCH	1787697716.190150	record published by player
C14b_perplayer_unlink	12	1787697724.466992549	1787697726.119983907	1787697726.243717845	1787697726.255145893	1787697724.481481	1787697725.494218	1787697725.501660	1787697725.502597	0	0	28876	-15	15	0.6277	15	0.5022	1787697725.618536	1787697726.120783	28876	sent	28876	ESRCH	1787697726.255319	record published by player
C15a_recheck_death	1	1787695100.362174957	1787695100.826980609	1787695100.943683957	1787695100.952274873	1787695100.383004	1787695101.388599	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695101.389759	R<S2 (recheck)
C15a_recheck_death	2	1787695108.781255511	1787695109.234531802	1787695109.357125496	1787695109.367607820	1787695108.800178	1787695109.807236	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695109.808267	R<S2 (recheck)
C15a_recheck_death	3	1787695117.227932556	1787695117.673149303	1787695117.810358884	1787695117.826834345	1787695117.237827	1787695118.242833	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695118.244023	R<S2 (recheck)
C15a_recheck_death	4	1787695125.671543782	1787695126.131351457	1787695126.257644633	1787695126.271758648	1787695125.686180	1787695126.694533	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695126.697455	R<S2 (recheck)
C15a_recheck_death	5	1787695134.147200601	1787695134.594453130	1787695134.722131049	1787695134.736236481	1787695134.159697	1787695135.167573	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695135.171955	R<S2 (recheck)
C15a_recheck_death	6	1787695142.625682657	1787695143.075789839	1787695143.201320894	1787695143.217435732	1787695142.639708	1787695143.646411	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695143.647765	R<S2 (recheck)
C15a_recheck_death	7	1787695151.067488142	1787695151.541647498	1787695151.654795238	1787695151.660363128	1787695151.081343	1787695152.088947	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695152.090528	R<S2 (recheck)
C15a_recheck_death	8	1787695159.526937666	1787695159.992772771	1787695160.128490234	1787695160.147307268	1787695159.548061	1787695160.555521	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695160.557957	R<S2 (recheck)
C15a_recheck_death	9	1787695168.062722526	1787695168.542110523	1787695168.675667372	1787695168.689540846	1787695168.081853	1787695169.089711	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695169.092887	R<S2 (recheck)
C15a_recheck_death	10	1787695176.570603606	1787695177.026146927	1787695177.142041321	1787695177.162675512	1787695176.588567	1787695177.599383	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695177.602897	R<S2 (recheck)
C15a_recheck_death	11	1787695185.012000717	1787695185.470779106	1787695185.607169692	1787695185.627877091	1787695185.023875	1787695186.030844	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695186.033305	R<S2 (recheck)
C15a_recheck_death	12	1787695193.539609701	1787695193.998385965	1787695194.128287707	1787695194.147476155	1787695193.557708	1787695194.563625	-	-	1	1	-	-	-	-	-	-	-	-	84396	esrch	84396	ESRCH	1787695194.565257	R<S2 (recheck)
C15b_norecheck_death	1	1787695208.508317461	1787695208.967708680	1787695209.103258228	1787695209.121229640	1787695208.528762	1787695209.532472	1787695209.542651	-	skipped	0	86173	-	-	-	0	2.5007	1787695209.597824	1787695212.098549	86096	esrch	86096	ESRCH	1787695211.019533	P<death<W (worker died in window)
C15b_norecheck_death	2	1787695217.900424981	1787695218.361943607	1787695218.492935426	1787695218.510796965	1787695217.916300	1787695218.922438	1787695218.936192	-	skipped	0	86276	-	-	-	0	2.5036	1787695218.983169	1787695221.486726	86205	esrch	86205	ESRCH	1787695220.399749	P<death<W (worker died in window)
C15b_norecheck_death	3	1787695227.272119267	1787695227.728775750	1787695227.849644619	1787695227.864623380	1787695227.291765	1787695228.298167	1787695228.305146	-	skipped	0	86388	-	-	-	0	2.5006	1787695228.365880	1787695230.866431	86313	esrch	86313	ESRCH	1787695229.768195	P<death<W (worker died in window)
C15b_norecheck_death	4	1787695236.668169935	1787695237.131075762	1787695237.269455838	1787695237.284251058	1787695236.682037	1787695237.688487	1787695237.691657	-	skipped	0	86513	-	-	-	0	2.5021	1787695237.733285	1787695240.235361	86420	esrch	86420	ESRCH	1787695239.184092	P<death<W (worker died in window)
C15b_norecheck_death	5	1787695246.018824824	1787695246.468107343	1787695246.597981793	1787695246.617963696	1787695246.032461	1787695247.039976	1787695247.052645	-	skipped	0	86619	-	-	-	0	2.5022	1787695247.095324	1787695249.597574	86545	esrch	86545	ESRCH	1787695248.519791	P<death<W (worker died in window)
C15b_norecheck_death	6	1787695255.392744099	1787695255.855681427	1787695255.993803129	1787695256.012990743	1787695255.405178	1787695256.411839	1787695256.415673	-	skipped	0	86731	-	-	-	0	2.5012	1787695256.456733	1787695258.957951	86652	esrch	86652	ESRCH	1787695257.878831	P<death<W (worker died in window)
C15b_norecheck_death	7	1787695264.671230257	1787695265.132846965	1787695265.251297305	1787695265.272645201	1787695264.684357	1787695265.691913	1787695265.698707	-	skipped	0	86857	-	-	-	0	2.5030	1787695265.757498	1787695268.260539	86779	esrch	86779	ESRCH	1787695267.166642	P<death<W (worker died in window)
C15b_norecheck_death	8	1787695273.987906811	1787695274.446257286	1787695274.581528335	1787695274.596792261	1787695274.000963	1787695275.007547	1787695275.012695	-	skipped	0	86962	-	-	-	0	2.5007	1787695275.066273	1787695277.567008	86890	esrch	86890	ESRCH	1787695276.488066	P<death<W (worker died in window)
C15b_norecheck_death	9	1787695283.341084313	1787695283.802397148	1787695283.931957642	1787695283.946159281	1787695283.356750	1787695284.361514	1787695284.368133	-	skipped	0	87064	-	-	-	0	2.5030	1787695284.429329	1787695286.932345	86994	esrch	86994	ESRCH	1787695285.841525	P<death<W (worker died in window)
C15b_norecheck_death	10	1787695292.617140940	1787695293.075021334	1787695293.197730652	1787695293.211542668	1787695292.634058	1787695293.641190	1787695293.647050	-	skipped	0	87194	-	-	-	0	2.5039	1787695293.704003	1787695296.207947	87118	esrch	87118	ESRCH	1787695295.115697	P<death<W (worker died in window)
C15b_norecheck_death	11	1787695301.947249471	1787695302.400276222	1787695302.528400139	1787695302.542833985	1787695301.960893	1787695302.967477	1787695302.971775	-	skipped	0	87306	-	-	-	0	2.5043	1787695303.025252	1787695305.529559	87227	esrch	87227	ESRCH	1787695304.481215	P<death<W (worker died in window)
C15b_norecheck_death	12	1787695311.401613271	1787695311.848678509	1787695311.981469487	1787695311.993018556	1787695311.411478	1787695312.421632	1787695312.434827	-	skipped	0	87430	-	-	-	0	2.5027	1787695312.492212	1787695314.994915	87344	esrch	87344	ESRCH	1787695313.907587	P<death<W (worker died in window)
C15c_norecheck_death_pgid	1	1787697093.801496564	1787697094.253267007	1787697094.397505082	1787697094.414760341	1787697093.811226	1787697094.813339	1787697094.827075	-	skipped	0	18018	-	-	-	31	0.4471	1787697094.902024	1787697095.349151	17940	esrch	18018	ESRCH	1787697096.315003	P<death<W (worker died in window)
C15c_norecheck_death_pgid	2	1787697103.147523500	1787697103.600853943	1787697103.731196178	1787697103.749900521	1787697103.159081	1787697104.170721	1787697104.176187	-	skipped	0	18171	-	-	-	31	0.4254	1787697104.259851	1787697104.685266	18058	esrch	18018	ESRCH	1787697105.651595	P<death<W (worker died in window)
C15c_norecheck_death_pgid	3	1787697112.459037082	1787697112.911046941	1787697113.036180298	1787697113.045983303	1787697112.473682	1787697113.480225	1787697113.484859	-	skipped	0	18385	-	-	-	31	0.4122	1787697113.566277	1787697113.978447	18231	esrch	18018	ESRCH	1787697114.943446	P<death<W (worker died in window)
C15c_norecheck_death_pgid	4	1787697121.753631034	1787697122.205925519	1787697122.331890542	1787697122.348253092	1787697121.768883	1787697122.781691	1787697122.790276	-	skipped	0	18614	-	-	-	31	0.4176	1787697122.861281	1787697123.278908	18469	esrch	18018	ESRCH	1787697124.238537	P<death<W (worker died in window)
C15c_norecheck_death_pgid	5	1787697130.978116155	1787697131.432572391	1787697131.566234544	1787697131.575332215	1787697130.989076	1787697131.993271	1787697131.998521	-	skipped	0	18743	-	-	-	31	0.4238	1787697132.075965	1787697132.499786	18659	esrch	18018	ESRCH	1787697133.465018	P<death<W (worker died in window)
C15c_norecheck_death_pgid	6	1787697140.276553440	1787697140.729880925	1787697140.852471739	1787697140.863463245	1787697140.289438	1787697141.306299	1787697141.311519	-	skipped	0	18878	-	-	-	31	0.3864	1787697141.394679	1787697141.781075	18797	esrch	18018	ESRCH	1787697142.745582	P<death<W (worker died in window)
C15c_norecheck_death_pgid	7	1787697149.551109713	1787697150.029174878	1787697150.168006867	1787697150.181258041	1787697149.563244	1787697150.578021	1787697150.590449	-	skipped	0	18992	-	-	-	31	0.4712	1787697150.668180	1787697151.139377	18914	esrch	18018	ESRCH	1787697152.097807	P<death<W (worker died in window)
C15c_norecheck_death_pgid	8	1787697158.893098397	1787697159.345446882	1787697159.478383576	1787697159.494037000	1787697158.905705	1787697159.918440	1787697159.922268	-	skipped	0	19105	-	-	-	31	0.4440	1787697159.989147	1787697160.433154	19028	esrch	18018	ESRCH	1787697161.397592	P<death<W (worker died in window)
C15c_norecheck_death_pgid	9	1787697168.168834170	1787697168.615161235	1787697168.747195137	1787697168.755119224	1787697168.180765	1787697169.194712	1787697169.202926	-	skipped	0	19239	-	-	-	31	0.4055	1787697169.269586	1787697169.675066	19162	esrch	18018	ESRCH	1787697170.649813	P<death<W (worker died in window)
C15c_norecheck_death_pgid	10	1787697177.478918293	1787697177.934585821	1787697178.061633804	1787697178.076546770	1787697177.495419	1787697178.510065	1787697178.515378	-	skipped	0	19361	-	-	-	31	0.3993	1787697178.601734	1787697179.000993	19282	esrch	18018	ESRCH	1787697179.966571	P<death<W (worker died in window)
C15c_norecheck_death_pgid	11	1787697186.839869689	1787697187.294031549	1787697187.427379368	1787697187.437155915	1787697186.852482	1787697187.867032	1787697187.880116	-	skipped	0	19492	-	-	-	31	0.4004	1787697187.951053	1787697188.351446	19404	esrch	19492	ESRCH	1787697189.316432	P<death<W (worker died in window)
C15c_norecheck_death_pgid	12	1787697196.097636241	1787697196.546592473	1787697196.681871876	1787697196.694816091	1787697196.109940	1787697197.124003	1787697197.127165	-	skipped	0	19621	-	-	-	31	0.4305	1787697197.196210	1787697197.626753	19545	esrch	19492	ESRCH	1787697198.592070	P<death<W (worker died in window)
C16a_pending_sweepfirst	1	1787696963.897536753	1787696965.349423507	1787696965.484586827	1787696965.500218210	1787696963.907406	1787696964.909887	1787696965.926375	-	0	0	15869	-	-	-	-	0(never_started)	-	-	15765	esrch	15765	ESRCH	1787696967.391906	P<death<W (worker died in window)
C16a_pending_sweepfirst	2	1787696974.203241228	1787696975.648184270	1787696975.781781714	1787696975.797397055	1787696974.215358	1787696975.227458	1787696976.242897	-	0	0	16038	-	-	-	-	0(never_started)	-	-	33f62e9b	esrch	15933	ESRCH	1787696977.691481	P<death<W (worker died in window)
C16a_pending_sweepfirst	3	1787696984.469572555	1787696985.917858600	1787696986.063836634	1787696986.074198972	1787696984.480156	1787696985.491925	1787696986.505969	-	0	0	16205	-	-	-	-	0(never_started)	-	-	33f62e9b	esrch	15933	ESRCH	1787696987.963846	P<death<W (worker died in window)
C16a_pending_sweepfirst	4	1787696994.754149144	1787696996.208469150	1787696996.342052511	1787696996.353802475	1787696994.766102	1787696995.778551	1787696996.791214	-	0	0	16323	-	-	-	-	0(never_started)	-	-	8d3ff308	esrch	16241	ESRCH	1787696998.243390	P<death<W (worker died in window)
C16a_pending_sweepfirst	5	1787697005.009275720	1787697006.461720056	1787697006.596598959	1787697006.614318260	1787697005.020290	1787697006.033176	1787697007.046062	-	0	0	16459	-	-	-	-	0(never_started)	-	-	8d3ff308	esrch	16241	ESRCH	1787697008.514943	P<death<W (worker died in window)
C16a_pending_sweepfirst	6	1787697015.324678615	1787697016.775242035	1787697016.894651681	1787697016.905008436	1787697015.335513	1787697016.347669	1787697017.362318	-	0	0	16588	-	-	-	-	0(never_started)	-	-	8d3ff308	esrch	16241	ESRCH	1787697018.786747	P<death<W (worker died in window)
C16a_pending_sweepfirst	7	1787697025.550232090	1787697026.999182343	1787697027.123894366	1787697027.135096955	1787697025.561352	1787697026.573192	1787697027.585755	-	0	0	16746	-	-	-	-	0(never_started)	-	-	8d3ff308	esrch	16241	ESRCH	1787697029.014470	P<death<W (worker died in window)
C16a_pending_sweepfirst	8	1787697035.785903779	1787697037.239073658	1787697037.369083642	1787697037.380132272	1787697035.797607	1787697036.806225	1787697037.812107	-	0	0	16940	-	-	-	-	0(never_started)	-	-	8d3ff308	esrch	16241	ESRCH	1787697039.273981	P<death<W (worker died in window)
C16a_pending_sweepfirst	9	1787697046.131190566	1787697047.591195365	1787697047.721244391	1787697047.730575771	1787697046.143210	1787697047.155132	1787697048.167726	-	0	0	17216	-	-	-	-	0(never_started)	-	-	92af5a82	esrch	16241	ESRCH	1787697049.624061	P<death<W (worker died in window)
C16a_pending_sweepfirst	10	1787697056.485967733	1787697057.940938239	1787697058.063043928	1787697058.074312183	1787697056.508380	1787697057.520617	1787697058.534503	-	0	0	17552	-	-	-	-	0(never_started)	-	-	ebe7e593	esrch	16241	ESRCH	1787697059.971517	P<death<W (worker died in window)
C16a_pending_sweepfirst	11	1787697066.830545560	1787697068.288878067	1787697068.431685225	1787697068.443921023	1787697066.840199	1787697067.851061	1787697068.854782	-	0	0	17679	-	-	-	-	0(never_started)	-	-	ebe7e593	esrch	16241	ESRCH	1787697070.325735	P<death<W (worker died in window)
C16a_pending_sweepfirst	12	1787697077.130833242	1787697078.580062869	1787697078.708374768	1787697078.724200194	1787697077.141994	1787697078.154342	1787697079.174493	-	0	0	17812	-	-	-	-	0(never_started)	-	-	ebe7e593	esrch	16241	ESRCH	1787697080.612765	P<death<W (worker died in window)
C16b_pending_pubfirst	1	1787696207.973102737	1787696209.408295035	1787696209.521407942	1787696209.529273279	1787696207.982370	1787696208.988228	1787696209.996277	-	0	0	422	-	-	-	31	0.7602	1787696210.054980	1787696210.815181	270	esrch	422	ESRCH	1787696211.769621	P<death<W (worker died in window)
C16b_pending_pubfirst	2	1787696218.493179052	1787696219.927781852	1787696220.041111467	1787696220.050594337	1787696218.502562	1787696219.508398	1787696220.514863	-	0	0	599	-	-	-	31	0.7794	1787696220.572185	1787696221.351622	476	esrch	422	ESRCH	1787696222.309036	P<death<W (worker died in window)
C16b_pending_pubfirst	3	1787696229.033362102	1787696230.468922981	1787696230.582707344	1787696230.590503680	1787696229.040576	1787696230.046633	1787696231.054526	-	0	0	831	-	-	-	31	0.7855	1787696231.108655	1787696231.894148	681	esrch	422	ESRCH	1787696232.846864	P<death<W (worker died in window)
C16b_pending_pubfirst	4	1787696239.570716166	1787696241.008744658	1787696241.122949727	1787696241.132259890	1787696239.579979	1787696240.586374	1787696241.594698	-	0	0	1226	-	-	-	31	0.7656	1787696241.659720	1787696242.425283	957	esrch	422	ESRCH	1787696243.378432	P<death<W (worker died in window)
C16b_pending_pubfirst	5	1787696250.193227690	1787696251.628326697	1787696251.739239698	1787696251.749901021	1787696250.202988	1787696251.209663	1787696252.218649	-	0	0	1385	-	-	-	31	0.7990	1787696252.284319	1787696253.083286	957	esrch	422	ESRCH	1787696254.041396	P<death<W (worker died in window)
C16b_pending_pubfirst	6	1787696260.785475237	1787696262.226042216	1787696262.344678430	1787696262.354449257	1787696260.793280	1787696261.800138	1787696262.807642	-	0	0	1544	-	-	-	31	0.8041	1787696262.860176	1787696263.664288	957	esrch	422	ESRCH	1787696264.618722	P<death<W (worker died in window)
C16b_pending_pubfirst	7	1787696271.350884373	1787696272.789936109	1787696272.902948101	1787696272.908712947	1787696271.359972	1787696272.367037	1787696273.375136	-	0	0	1704	-	-	-	31	0.7719	1787696273.436439	1787696274.208371	957	esrch	422	ESRCH	1787696275.164236	P<death<W (worker died in window)
C16b_pending_pubfirst	8	1787696281.903160656	1787696283.339132741	1787696283.452160482	1787696283.458418201	1787696281.911711	1787696282.918619	1787696283.926814	-	0	0	1913	-	-	-	31	0.6928	1787696284.062526	1787696284.755315	957	esrch	422	ESRCH	1787696285.711119	P<death<W (worker died in window)
C16b_pending_pubfirst	9	1787696292.431996303	1787696293.867045518	1787696293.982692162	1787696293.991865076	1787696292.438470	1787696293.446152	1787696294.453929	-	0	0	2047	-	-	-	31	0.7766	1787696294.518261	1787696295.294821	957	esrch	422	ESRCH	1787696296.253000	P<death<W (worker died in window)
