config	trial	R_a	K_b	R_b	Rdone_b	S	S2	P	W	newer_at_S2	discarded	player_pid	rc	killed_by_sig	alive_s	player_log_sig	audible_s	p_start_ts	p_end_ts	hook_b_target	hook_b_result	worker_claim_target	worker_claim_result	S_b	ordering
C16b_pending_pubfirst	10	1787696302.968984827	1787696304.414196034	1787696304.532135376	1787696304.540473043	1787696302.977308	1787696303.985311	1787696304.993582	-	0	0	2418	-	-	-	31	0.8021	1787696305.050291	1787696305.852350	957	esrch	422	ESRCH	1787696306.810511	P<death<W (worker died in window)
C16b_pending_pubfirst	11	1787696313.530768189	1787696314.973286242	1787696315.092154704	1787696315.101968531	1787696313.539565	1787696314.546847	1787696315.555254	-	0	0	2607	-	-	-	31	0.8007	1787696315.617598	1787696316.418279	957	esrch	422	ESRCH	1787696317.382034	P<death<W (worker died in window)
C16b_pending_pubfirst	12	1787696324.113189866	1787696325.556765540	1787696325.670936650	1787696325.680891809	1787696324.123961	1787696325.132073	1787696326.137722	-	0	0	2748	-	-	-	31	0.7830	1787696326.199532	1787696326.982545	957	esrch	422	ESRCH	1787696327.941718	P<death<W (worker died in window)
C17_setsid_player	1	1787697211.846778949	1787697213.296642576	1787697213.428128477	1787697213.440436567	1787697211.854908	1787697212.866431	1787697213.877980	-	0	0	19823	-	-	-	0	2.5048	1787697215.461810	1787697217.966601	19759	esrch	2679968	ESRCH	1787697215.340142	P<death<W (worker died in window)
C17_setsid_player	2	1787697222.162464258	1787697223.622551389	1787697223.749888455	1787697223.760304961	1787697222.175299	1787697223.185537	1787697224.198787	-	0	0	19952	-	-	-	0	2.5078	1787697225.808413	1787697228.316180	19877	esrch	19823	ESRCH	1787697225.645212	P<death<W (worker died in window)
C17_setsid_player	3	1787697232.396644772	1787697233.848837901	1787697233.975838217	1787697233.987352681	1787697232.407985	1787697233.419729	1787697234.426721	-	0	0	20090	-	-	-	0	2.5086	1787697236.033190	1787697238.541782	20010	esrch	19823	ESRCH	1787697235.873568	P<death<W (worker died in window)
C17_setsid_player	4	1787697242.713070039	1787697244.158162831	1787697244.293309025	1787697244.307877366	1787697242.724928	1787697243.737633	1787697244.747987	-	0	0	20233	-	-	-	0	2.5085	1787697246.342802	1787697248.851300	20153	esrch	20090	ESRCH	1787697246.191247	P<death<W (worker died in window)
C17_setsid_player	5	1787697252.956330602	1787697254.410119855	1787697254.539611839	1787697254.554704472	1787697252.970938	1787697253.984709	1787697254.993371	-	0	0	20361	-	-	-	0	2.5071	1787697256.603349	1787697259.110493	20270	esrch	20090	ESRCH	1787697256.437961	P<death<W (worker died in window)
C17_setsid_player	6	1787697263.198520330	1787697264.655092752	1787697264.784911111	1787697264.794507532	1787697263.210622	1787697264.223416	1787697265.232929	-	0	0	20493	-	-	-	0	2.5023	1787697266.839087	1787697269.341390	20413	esrch	20090	ESRCH	1787697266.687879	P<death<W (worker died in window)
C17_setsid_player	7	1787697273.544591028	1787697275.002907035	1787697275.135546020	1787697275.149625028	1787697273.559254	1787697274.566117	1787697275.583699	-	0	0	20624	-	-	-	0	2.5085	1787697277.188815	1787697279.697313	20546	esrch	20090	ESRCH	1787697277.043211	P<death<W (worker died in window)
C17_setsid_player	8	1787697283.933159708	1787697285.388780129	1787697285.514455361	1787697285.524501241	1787697283.944139	1787697284.957761	1787697285.967243	-	0	0	20752	-	-	-	0	2.5040	1787697287.563926	1787697290.067941	20676	esrch	20090	ESRCH	1787697287.430056	P<death<W (worker died in window)
C17_setsid_player	9	1787697294.255389810	1787697295.714302525	1787697295.842402092	1787697295.855003515	1787697294.268143	1787697295.281945	1787697296.291606	-	0	0	20880	-	-	-	0	2.5085	1787697297.898831	1787697300.407353	20803	esrch	20752	ESRCH	1787697297.743301	P<death<W (worker died in window)
C17_setsid_player	10	1787697304.526689387	1787697305.978827099	1787697306.101764246	1787697306.115102753	1787697304.536933	1787697305.550836	1787697306.569503	-	0	0	21018	-	-	-	0	2.5029	1787697308.156149	1787697310.659061	20919	esrch	20752	ESRCH	1787697308.008931	P<death<W (worker died in window)
C17_setsid_player	11	1787697314.854036535	1787697316.304287203	1787697316.415306885	1787697316.425226016	1787697314.867478	1787697315.881063	1787697316.898198	-	0	0	21130	-	-	-	0	2.5040	1787697318.516330	1787697321.020316	21054	esrch	20752	ESRCH	1787697318.329599	P<death<W (worker died in window)
C17_setsid_player	12	1787697325.084895549	1787697326.532356007	1787697326.669634329	1787697326.678508583	1787697325.095377	1787697326.109857	1787697327.119040	-	0	0	21262	-	-	-	0	2.5099	1787697328.716932	1787697331.226880	21181	esrch	20752	ESRCH	1787697328.577304	P<death<W (worker died in window)
C2_hookside	1	1787692879.617385002	1787692881.270604764	1787692881.396789436	1787692881.404764807	1787692879.629985	1787692880.641721	1787692880.645870	1787692880.646970	0	0	56144	-15	15	0.6306	15	0.5622	1787692880.708966	1787692881.271160	56144	sent	56144	ESRCH	1787692881.404865	W<R (hook sees live pid)
C2_hookside	2	1787692887.590186993	1787692889.245369191	1787692889.368149858	1787692889.382412954	1787692887.603711	1787692888.615384	1787692888.618610	1787692888.619403	0	0	56221	-15	15	0.6322	15	0.5708	1787692888.675265	1787692889.246103	56221	sent	56221	ESRCH	1787692889.382525	W<R (hook sees live pid)
C2_hookside	3	1787692895.552126643	1787692897.205710941	1787692897.329283475	1787692897.336958725	1787692895.562688	1787692896.573907	1787692896.579640	1787692896.583907	0	0	56301	-15	15	0.634	15	0.5806	1787692896.626040	1787692897.206671	56301	sent	56301	ESRCH	1787692897.337029	W<R (hook sees live pid)
C2_hookside	4	1787692903.515599526	1787692905.163872715	1787692905.291771828	1787692905.306253670	1787692903.528220	1787692904.540583	1787692904.545648	1787692904.547244	0	0	56363	-15	15	0.6249	15	0.5556	1787692904.608895	1787692905.164455	56363	sent	56363	ESRCH	1787692905.306558	W<R (hook sees live pid)
C2_hookside	5	1787692911.456757527	1787692913.112251679	1787692913.235287635	1787692913.246589096	1787692911.468911	1787692912.477549	1787692912.481569	1787692912.482671	0	0	56438	-15	15	0.6375	15	0.5679	1787692912.545629	1787692913.113530	56438	sent	56438	ESRCH	1787692913.246680	W<R (hook sees live pid)
C2_hookside	6	1787692919.409067448	1787692921.065907919	1787692921.180418884	1787692921.189179456	1787692919.421609	1787692920.433380	1787692920.437675	1787692920.438947	0	0	56513	-15	15	0.6356	15	0.5726	1787692920.494474	1787692921.067100	56513	sent	56513	ESRCH	1787692921.189202	W<R (hook sees live pid)
C2_hookside	7	1787692927.343542938	1787692928.989084698	1787692929.106287051	1787692929.115187413	1787692927.354661	1787692928.365954	1787692928.369359	1787692928.370094	0	0	56579	-15	15	0.6254	15	0.5586	1787692928.431269	1787692928.989864	56579	sent	56579	ESRCH	1787692929.115271	W<R (hook sees live pid)
C2_hookside	8	1787692935.273439935	1787692936.927363938	1787692937.058720387	1787692937.066761675	1787692935.283348	1787692936.295286	1787692936.300461	1787692936.302014	0	0	56657	-15	15	0.6342	15	0.5667	1787692936.361322	1787692936.928030	56657	sent	56657	ESRCH	1787692937.066853	W<R (hook sees live pid)
C2_hookside	9	1787692943.224686909	1787692944.864058237	1787692944.982379578	1787692944.992923213	1787692943.234211	1787692944.245212	1787692944.247698	1787692944.248367	0	0	56735	-15	15	0.6198	15	0.5632	1787692944.301166	1787692944.864401	56735	sent	56735	ESRCH	1787692944.993063	W<R (hook sees live pid)
C2_hookside	10	1787692951.156548802	1787692952.815363836	1787692952.948425933	1787692952.958229035	1787692951.168794	1787692952.181134	1787692952.185311	1787692952.186144	0	0	56798	-15	15	0.6367	15	0.5633	1787692952.253167	1787692952.816490	56798	sent	56798	ESRCH	1787692952.958402	W<R (hook sees live pid)
C2_hookside	11	1787692959.126815737	1787692960.785292649	1787692960.911523196	1787692960.918323455	1787692959.138046	1787692960.149985	1787692960.155661	1787692960.157560	0	0	56883	-15	15	0.6398	15	0.5616	1787692960.225854	1787692960.787422	56883	sent	56883	ESRCH	1787692960.918458	W<R (hook sees live pid)
C2_hookside	12	1787692967.084126562	1787692968.745152947	1787692968.876125692	1787692968.888314351	1787692967.097672	1787692968.110080	1787692968.113304	1787692968.114345	0	0	56965	-15	15	0.6374	15	0.5670	1787692968.178982	1787692968.746032	56965	sent	56965	ESRCH	1787692968.888411	W<R (hook sees live pid)
C3_adversarial	1	1787692981.417031550	1787692982.872455500	1787692982.999050709	1787692983.009844258	1787692981.429230	1787692982.440539	1787692983.452369	1787692983.454107	0	0	57126	-30	30	0.0077	-	0(never_started)	-	-	57075	esrch	57126	sent	1787692983.455346	R<S2<R_b<P<W (adversarial)
C3_adversarial	2	1787692989.175893529	1787692990.629685289	1787692990.756916450	1787692990.767927372	1787692989.187562	1787692990.199103	1787692991.212837	1787692991.214972	0	0	57199	-30	30	0.0101	-	0(never_started)	-	-	57142	esrch	57199	sent	1787692991.216670	R<S2<R_b<P<W (adversarial)
C3_adversarial	3	1787692996.932016330	1787692998.384516146	1787692998.504608967	1787692998.516612295	1787692996.946801	1787692997.958823	1787692998.970404	1787692998.971794	0	0	57256	-30	30	0.0059	-	0(never_started)	-	-	57215	esrch	57256	sent	1787692998.972500	R<S2<R_b<P<W (adversarial)
C3_adversarial	4	1787693004.666582699	1787693006.124879159	1787693006.254446211	1787693006.266871327	1787693004.678635	1787693005.690883	1787693006.704696	1787693006.706432	0	0	57328	-30	30	0.0096	-	0(never_started)	-	-	57272	esrch	57328	sent	1787693006.707713	R<S2<R_b<P<W (adversarial)
C3_adversarial	5	1787693012.423772363	1787693013.870458658	1787693013.990541229	1787693014.001913772	1787693012.432336	1787693013.445198	1787693014.452671	1787693014.454212	0	0	57395	-30	30	0.0072	-	0(never_started)	-	-	57344	esrch	57395	sent	1787693014.455291	R<S2<R_b<P<W (adversarial)
C3_adversarial	6	1787693020.168926157	1787693021.619001291	1787693021.729494508	1787693021.739863438	1787693020.181507	1787693021.192913	1787693022.208263	1787693022.209784	0	0	57472	-30	30	0.0092	-	0(never_started)	-	-	57411	esrch	57472	sent	1787693022.211576	R<S2<R_b<P<W (adversarial)
C3_adversarial	7	1787693027.903334569	1787693029.360992996	1787693029.486285927	1787693029.498752834	1787693027.914621	1787693028.926329	1787693029.931089	1787693029.932475	0	0	57550	-30	30	0.0063	-	0(never_started)	-	-	57489	esrch	57550	sent	1787693029.933391	R<S2<R_b<P<W (adversarial)
C3_adversarial	8	1787693035.659796700	1787693037.107780939	1787693037.231756676	1787693037.242610184	1787693035.670195	1787693036.681804	1787693037.696018	1787693037.698065	0	0	57616	-30	30	0.0126	-	0(never_started)	-	-	57566	esrch	57616	sent	1787693037.700156	R<S2<R_b<P<W (adversarial)
C3_adversarial	9	1787693043.408330834	1787693044.862078343	1787693044.987540148	1787693044.999635350	1787693043.422285	1787693044.429217	1787693045.442229	1787693045.443113	0	0	57699	-30	30	0.0042	-	0(never_started)	-	-	57633	esrch	57699	sent	1787693045.443451	R<S2<R_b<P<W (adversarial)
C3_adversarial	10	1787693051.142937826	1787693052.585602998	1787693052.714045229	1787693052.726262096	1787693051.151718	1787693052.163593	1787693053.175601	1787693053.176413	0	0	57775	-30	30	0.0049	-	0(never_started)	-	-	57715	esrch	57775	sent	1787693053.177137	R<S2<R_b<P<W (adversarial)
C3_adversarial	11	1787693058.879680546	1787693060.339426491	1787693060.470014990	1787693060.477713448	1787693058.890929	1787693059.902537	1787693060.917761	1787693060.920308	0	0	57832	-30	30	0.0124	-	0(never_started)	-	-	57776	esrch	57832	sent	1787693060.922469	R<S2<R_b<P<W (adversarial)
C3_adversarial	12	1787693066.646942684	1787693068.091597459	1787693068.212755186	1787693068.224060771	1787693066.655895	1787693067.667585	1787693068.682617	1787693068.684687	0	0	57912	-30	30	0.0103	-	0(never_started)	-	-	57852	esrch	57912	sent	1787693068.686144	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	1	1787693080.812535322	1787693082.273576170	1787693082.392230923	1787693082.405260907	1787693080.828814	1787693081.840878	1787693082.853930	1787693082.855524	0	0	58057	0	0	2.578	0	2.5020	1787693082.916103	1787693085.418112	58009	esrch	none	disabled	1787693082.856513	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	2	1787693088.573143991	1787693090.024803565	1787693090.153936663	1787693090.167709680	1787693088.582774	1787693089.594093	1787693090.609258	1787693090.611300	0	0	58131	0	0	2.5769	0	2.5097	1787693090.665372	1787693093.175088	58074	esrch	none	disabled	1787693090.612947	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	3	1787693096.333707785	1787693097.797713309	1787693097.930804030	1787693097.944505423	1787693096.346943	1787693097.352844	1787693098.369245	1787693098.370560	0	0	58211	0	0	2.5894	0	2.5068	1787693098.433407	1787693100.940248	58153	esrch	none	disabled	1787693098.372583	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	4	1787693104.115837803	1787693105.566989758	1787693105.681052395	1787693105.685541471	1787693104.129678	1787693105.139639	1787693106.152006	1787693106.152851	0	0	58290	0	0	2.5421	0	2.5023	1787693106.180809	1787693108.683128	58217	esrch	none	disabled	1787693106.153488	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	5	1787693111.839473457	1787693113.280508314	1787693113.395883978	1787693113.403576061	1787693111.850754	1787693112.856142	1787693113.861482	1787693113.862349	0	0	58366	0	0	2.579	0	2.5012	1787693113.919143	1787693116.420352	58306	esrch	none	disabled	1787693113.862804	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	6	1787693119.563010945	1787693121.015646550	1787693121.138571507	1787693121.150375129	1787693119.577669	1787693120.584091	1787693121.597572	1787693121.599505	0	0	58432	0	0	2.5772	0	2.5004	1787693121.656727	1787693124.157138	58384	esrch	none	disabled	1787693121.600608	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	7	1787693127.316224736	1787693128.775527061	1787693128.916880318	1787693128.930029258	1787693127.326102	1787693128.331681	1787693129.345457	1787693129.347733	0	0	58516	0	0	2.5854	0	2.5028	1787693129.410237	1787693131.913080	58453	esrch	none	disabled	1787693129.349832	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	8	1787693135.103866153	1787693136.562195030	1787693136.690928299	1787693136.702304384	1787693135.121119	1787693136.125105	1787693137.142709	1787693137.143397	0	0	58591	0	0	2.5996	0	2.5025	1787693137.215061	1787693139.717596	58533	esrch	none	disabled	1787693137.143813	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	9	1787693142.900499556	1787693144.354715103	1787693144.474524635	1787693144.484424861	1787693142.916722	1787693143.926219	1787693144.939183	1787693144.942337	0	0	58670	0	0	2.5941	0	2.5126	1787693145.001878	1787693147.514527	58609	esrch	none	disabled	1787693144.943512	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	10	1787693150.653921969	1787693152.108622760	1787693152.235273010	1787693152.250051142	1787693150.670371	1787693151.677580	1787693152.689132	1787693152.690582	0	0	58760	0	0	2.5736	0	2.5053	1787693152.742808	1787693155.248080	58695	esrch	none	disabled	1787693152.691743	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	11	1787693158.432575484	1787693159.885119215	1787693160.010014193	1787693160.021643483	1787693158.452136	1787693159.458962	1787693160.465960	1787693160.468229	0	0	58828	0	0	2.6031	0	2.5022	1787693160.548160	1787693163.050373	58779	esrch	none	disabled	1787693160.469246	R<S2<R_b<P<W (adversarial)
C4_noclaimkill	12	1787693166.191422297	1787693167.645707801	1787693167.763831352	1787693167.783309307	1787693166.210720	1787693167.217607	1787693168.224966	1787693168.226373	0	0	58912	0	0	2.6023	0	2.5055	1787693168.305834	1787693170.811290	58848	esrch	none	disabled	1787693168.227035	R<S2<R_b<P<W (adversarial)
C5_norecheck	1	1787693180.387438813	1787693181.839508007	1787693181.975759070	1787693181.996414179	1787693180.400007	1787693181.406559	1787693182.416241	1787693182.419372	skipped	0	59060	-30	30	0.0134	-	0(never_started)	-	-	59003	esrch	59060	sent	1787693182.421607	R<S2<R_b<P<W (adversarial)
C5_norecheck	2	1787693188.168656299	1787693189.634696343	1787693189.760997347	1787693189.772647845	1787693188.185533	1787693189.191605	1787693190.200383	1787693190.203393	skipped	0	59121	-30	30	0.0165	-	0(never_started)	-	-	59078	esrch	59121	sent	1787693190.207050	R<S2<R_b<P<W (adversarial)
C5_norecheck	3	1787693195.945391835	1787693197.405097072	1787693197.544968054	1787693197.562136951	1787693195.958684	1787693196.965099	1787693197.976157	1787693197.977527	skipped	0	59193	-30	30	0.0084	-	0(never_started)	-	-	59137	esrch	59193	sent	1787693197.978323	R<S2<R_b<P<W (adversarial)
C5_norecheck	4	1787693203.726823444	1787693205.190248224	1787693205.319734402	1787693205.335465982	1787693203.743247	1787693204.749439	1787693205.757087	1787693205.758351	skipped	0	59267	-30	30	0.0069	-	0(never_started)	-	-	59209	esrch	59267	sent	1787693205.759618	R<S2<R_b<P<W (adversarial)
C5_norecheck	5	1787693211.494716326	1787693212.939356768	1787693213.065225901	1787693213.079732661	1787693211.507468	1787693212.514485	1787693213.521246	1787693213.522191	skipped	0	59326	-30	30	0.0069	-	0(never_started)	-	-	59268	esrch	59326	sent	1787693213.522859	R<S2<R_b<P<W (adversarial)
C5_norecheck	6	1787693219.261498345	1787693220.746721221	1787693220.872147776	1787693220.888311475	1787693219.284128	1787693220.293131	1787693221.302157	1787693221.307575	skipped	0	59402	-30	30	0.0105	-	0(never_started)	-	-	59344	esrch	59402	sent	1787693221.308494	R<S2<R_b<P<W (adversarial)
C5_norecheck	7	1787693227.051675275	1787693228.509468367	1787693228.640883232	1787693228.657716674	1787693227.065165	1787693228.071464	1787693229.081337	1787693229.082836	skipped	0	59463	-30	30	0.0095	-	0(never_started)	-	-	59420	esrch	59463	sent	1787693229.084062	R<S2<R_b<P<W (adversarial)
C5_norecheck	8	1787693234.834666326	1787693236.323205168	1787693236.440921223	1787693236.502085184	1787693234.850273	1787693235.856400	1787693236.866133	1787693236.867469	skipped	0	59556	-30	30	0.0085	-	0(never_started)	-	-	59479	esrch	59556	sent	1787693236.868625	R<S2<R_b<P<W (adversarial)
C5_norecheck	9	1787693242.795303949	1787693244.243650475	1787693244.437082918	1787693244.468284538	1787693242.811467	1787693243.817677	1787693244.827661	1787693244.828918	skipped	0	59684	-30	30	0.0143	-	0(never_started)	-	-	59590	esrch	59684	sent	1787693244.830033	R<S2<R_b<P<W (adversarial)
C5_norecheck	10	1787693250.653299269	1787693252.110012830	1787693252.250830426	1787693252.267842492	1787693250.662344	1787693251.664386	1787693252.676821	1787693252.678642	skipped	0	59748	-30	30	0.0149	-	0(never_started)	-	-	59701	esrch	59748	sent	1787693252.680295	R<S2<R_b<P<W (adversarial)
C5_norecheck	11	1787693258.455731151	1787693259.897123919	1787693260.000888043	1787693260.004777292	1787693258.473722	1787693259.479436	1787693260.486953	1787693260.488017	skipped	0	59826	-30	30	0.006	-	0(never_started)	-	-	59769	esrch	59826	sent	1787693260.488615	R<S2<R_b<P<W (adversarial)
C5_norecheck	12	1787693266.158367573	1787693267.622742177	1787693267.759223320	1787693267.773903994	1787693266.173607	1787693267.180550	1787693268.188741	1787693268.190158	skipped	0	59903	-30	30	0.0064	-	0(never_started)	-	-	59842	esrch	59903	sent	1787693268.191226	R<S2<R_b<P<W (adversarial)
C6_handle	1	1787693280.350615005	1787693281.810641155	1787693281.945314068	1787693281.960023867	1787693280.364206	1787693281.369986	1787693282.382429	1787693282.385511	0	0	60038	-30	30	0.0134	-	0(never_started)	-	-	59992	esrch	60038	sent	1787693282.387448	R<S2<R_b<P<W (adversarial)
C6_handle	2	1787693288.112047290	1787693289.580884845	1787693289.705354785	1787693289.722488474	1787693288.126411	1787693289.131804	1787693290.149770	1787693290.150370	0	0	60113	-30	30	0.0045	-	0(never_started)	-	-	60056	esrch	60113	sent	1787693290.150839	R<S2<R_b<P<W (adversarial)
C6_handle	3	1787693295.903179044	1787693297.359841523	1787693297.491043682	1787693297.504694534	1787693295.922168	1787693296.926063	1787693297.939498	1787693297.943552	0	0	60170	-30	30	0.0157	-	0(never_started)	-	-	60129	esrch	60170	sent	1787693297.945817	R<S2<R_b<P<W (adversarial)
C6_handle	4	1787693303.673793730	1787693305.124715770	1787693305.250085575	1787693305.261844365	1787693303.688299	1787693304.693803	1787693305.703662	1787693305.705311	0	0	60251	-30	30	0.0078	-	0(never_started)	-	-	60191	esrch	60251	sent	1787693305.706378	R<S2<R_b<P<W (adversarial)
C6_handle	5	1787693311.462378100	1787693312.929454087	1787693313.041482436	1787693313.049880020	1787693311.477750	1787693312.485253	1787693313.495193	1787693313.496901	0	0	60325	-30	30	0.0094	-	0(never_started)	-	-	60267	esrch	60325	sent	1787693313.498700	R<S2<R_b<P<W (adversarial)
C6_handle	6	1787693319.208857685	1787693320.659632501	1787693320.778708003	1787693320.790793090	1787693319.221303	1787693320.228656	1787693321.238276	1787693321.239377	0	0	60382	-30	30	0.0067	-	0(never_started)	-	-	60341	esrch	60382	sent	1787693321.239881	R<S2<R_b<P<W (adversarial)
C6_handle	7	1787693326.967735694	1787693328.420566942	1787693328.548038830	1787693328.559561803	1787693326.979801	1787693327.987942	1787693329.001527	1787693329.004177	0	0	60455	-30	30	0.0252	-	0(never_started)	-	-	60398	esrch	60455	sent	1787693329.009359	R<S2<R_b<P<W (adversarial)
C6_handle	8	1787693334.706172473	1787693336.169271293	1787693336.295204422	1787693336.303639416	1787693334.723252	1787693335.726675	1787693336.730932	1787693336.732098	0	0	60513	-30	30	0.0077	-	0(never_started)	-	-	60471	esrch	60513	sent	1787693336.733362	R<S2<R_b<P<W (adversarial)
C6_handle	9	1787693342.465842162	1787693343.915771561	1787693344.035411252	1787693344.045665367	1787693342.481370	1787693343.486820	1787693344.497523	1787693344.499000	0	0	60588	-30	30	0.0085	-	0(never_started)	-	-	60529	esrch	60588	sent	1787693344.500134	R<S2<R_b<P<W (adversarial)
C6_handle	10	1787693350.199973763	1787693351.668483219	1787693351.794853365	1787693351.813657626	1787693350.211971	1787693351.218572	1787693352.222407	1787693352.224402	0	0	60661	-30	30	0.0074	-	0(never_started)	-	-	60605	esrch	60661	sent	1787693352.225559	R<S2<R_b<P<W (adversarial)
C6_handle	11	1787693357.992758317	1787693359.447284454	1787693359.568163415	1787693359.581630975	1787693358.008398	1787693359.013605	1787693360.019625	1787693360.021212	0	0	60720	-30	30	0.0065	-	0(never_started)	-	-	60677	esrch	60720	sent	1787693360.022095	R<S2<R_b<P<W (adversarial)
C6_handle	12	1787693365.753122990	1787693367.224993210	1787693367.359767243	1787693367.372872473	1787693365.770340	1787693366.777347	1787693367.791244	1787693367.796851	0	0	60796	-30	30	0.0219	-	0(never_started)	-	-	60736	esrch	60796	sent	1787693367.802739	R<S2<R_b<P<W (adversarial)
C7_noreap	1	1787693379.950349587	1787693381.595472344	1787693381.719150230	1787693381.732896421	1787693379.960000	1787693380.968425	1787693380.973229	1787693380.974316	0	0	60927	-	-	-	15	0.5488	1787693381.047819	1787693381.596591	60927	sent	60927	sent	1787693381.733143	W<R (hook sees live pid)
C7_noreap	2	1787693387.904346918	1787693389.573425714	1787693389.698484502	1787693389.712043450	1787693387.928921	1787693388.940846	1787693388.951239	1787693388.953834	0	0	61002	-	-	-	15	0.5591	1787693389.015429	1787693389.574564	61002	sent	61002	sent	1787693389.712206	W<R (hook sees live pid)
C7_noreap	3	1787693395.857182291	1787693397.512436371	1787693397.649458820	1787693397.663412223	1787693395.870123	1787693396.874615	1787693396.877825	1787693396.878257	0	0	61062	-	-	-	15	0.5725	1787693396.941753	1787693397.514238	61062	sent	61062	sent	1787693397.663559	W<R (hook sees live pid)
C7_noreap	4	1787693403.819036745	1787693405.480294329	1787693405.608126499	1787693405.621933083	1787693403.830950	1787693404.838406	1787693404.843231	1787693404.843972	0	0	61141	-	-	-	15	0.5644	1787693404.918584	1787693405.482940	61141	sent	61141	sent	1787693405.622227	W<R (hook sees live pid)
C7_noreap	5	1787693411.782367180	1787693413.423423708	1787693413.536614875	1787693413.547430747	1787693411.794511	1787693412.799215	1787693412.801942	1787693412.802371	0	0	61224	-	-	-	15	0.5699	1787693412.854582	1787693413.424507	61224	sent	61224	sent	1787693413.547575	W<R (hook sees live pid)
C7_noreap	6	1787693419.701269790	1787693421.346938829	1787693421.463353565	1787693421.474312929	1787693419.713148	1787693420.716432	1787693420.720675	1787693420.721299	0	0	61296	-	-	-	15	0.5672	1787693420.781235	1787693421.348420	61296	sent	61296	sent	1787693421.474336	W<R (hook sees live pid)
C7_noreap	7	1787693427.638607943	1787693429.293345304	1787693429.411014690	1787693429.421132053	1787693427.657283	1787693428.663687	1787693428.667984	1787693428.668759	0	0	61358	-	-	-	15	0.5594	1787693428.735330	1787693429.294765	61358	sent	61358	sent	1787693429.421240	W<R (hook sees live pid)
C7_noreap	8	1787693435.575788677	1787693437.230807957	1787693437.348306687	1787693437.362586942	1787693435.587161	1787693436.593297	1787693436.596684	1787693436.597588	0	0	61431	-	-	-	15	0.5646	1787693436.667042	1787693437.231653	61431	sent	61431	sent	1787693437.362719	W<R (hook sees live pid)
C7_noreap	9	1787693443.520444987	1787693445.164091267	1787693445.289639642	1787693445.305643177	1787693443.533533	1787693444.539876	1787693444.549363	1787693444.550085	0	0	61504	-	-	-	15	0.5591	1787693444.605640	1787693445.164747	61504	sent	61504	sent	1787693445.305879	W<R (hook sees live pid)
C7_noreap	10	1787693451.497124701	1787693453.160575414	1787693453.285291656	1787693453.300797192	1787693451.520434	1787693452.525093	1787693452.530448	1787693452.531883	0	0	61561	-	-	-	15	0.5549	1787693452.607013	1787693453.161929	61561	sent	61561	sent	1787693453.300903	W<R (hook sees live pid)
C7_noreap	11	1787693459.455048123	1787693461.110701368	1787693461.232966201	1787693461.246743079	1787693459.470777	1787693460.473915	1787693460.477228	1787693460.477683	0	0	61640	-	-	-	15	0.5766	1787693460.534974	1787693461.111586	61640	sent	61640	sent	1787693461.246691	W<R (hook sees live pid)
C7_noreap	12	1787693467.418829001	1787693469.075076059	1787693469.216060029	1787693469.228770580	1787693467.428910	1787693468.432990	1787693468.438244	1787693468.438936	0	0	61716	-	-	-	15	0.5733	1787693468.503886	1787693469.077218	61716	sent	61716	sent	1787693469.228903	W<R (hook sees live pid)
C8_orphan	1	1787693482.636796355	1787693484.094164690	1787693484.215425563	1787693484.226094334	1787693482.652541	1787693483.657009	1787693484.665915	-	0	0	61881	-	-	-	0	2.5045	1787693484.716389	1787693487.220851	61824	esrch	61824	ESRCH	1787693486.518694	P<death<W (worker died in window)
C8_orphan	2	1787693493.381243467	1787693494.843038304	1787693494.963931886	1787693494.978399134	1787693493.407909	1787693494.411105	1787693495.420194	-	0	0	62005	-	-	-	0	2.5041	1787693495.458247	1787693497.962381	61932	esrch	61932	ESRCH	1787693497.241185	P<death<W (worker died in window)
C8_orphan	3	1787693504.009745263	1787693505.464570091	1787693505.588397115	1787693505.601050207	1787693504.025769	1787693505.031648	1787693506.041039	-	0	0	62126	-	-	-	0	2.5034	1787693506.090212	1787693508.593585	62051	esrch	62051	ESRCH	1787693507.908599	P<death<W (worker died in window)
C8_orphan	4	1787693514.714703696	1787693516.173935162	1787693516.298842469	1787693516.309029451	1787693514.727076	1787693515.734391	1787693516.740969	-	0	0	62248	-	-	-	0	2.5042	1787693516.803540	1787693519.307745	62173	esrch	62173	ESRCH	1787693518.588393	P<death<W (worker died in window)
C8_orphan	5	1787693525.342310145	1787693526.790243843	1787693526.904960419	1787693526.914204906	1787693525.354459	1787693526.361968	1787693527.370338	-	0	0	62371	-	-	-	0	2.5010	1787693527.415560	1787693529.916516	62296	esrch	62296	ESRCH	1787693529.189243	P<death<W (worker died in window)
